CasGis run on 11/6/2025 8:50:43 AM
Number of plants=	  10
year	jday	month	date	day	dd	rain	leaf	stem	tuber	reserves	sumflin	sd*10	nsdlsr10	wsd*10	ibranch	gs	gr	gres	gtuber	glf	pcost	lai100	totevap	sumtrans	tnuptk	tdelorg	soiln	soilw	nveg	gmitetot	T_aripoN	T_ManihotiN	mb1	mb2	mb3	mb4	mb5	mb6	totCM	ed1	ed2	ed3	el1	el2	el3
      1980	        16	         3	29296	76	150	0.000	0.001	5.997	0.000	2.749	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.932	0.03	0.00	0.000	9.50	1444.67	0.00	0.0000	0.0000	0.0000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        17	         3	29297	77	155	0.000	0.013	5.973	0.008	2.729	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.001	40.152	0.06	0.00	0.000	9.50	1444.45	0.00	0.0000	0.0000	0.0000	0.000	0.042	0.000	0.000	0.000	0.000	0.042	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        18	         3	29298	78	162	0.000	0.039	5.938	0.024	2.697	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.024	40.370	0.10	0.00	0.000	9.50	1444.23	0.00	0.0000	0.0000	0.0000	0.000	0.072	0.000	0.000	0.000	0.000	0.072	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        19	         3	29299	79	168	0.000	0.068	5.923	0.043	2.683	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.070	40.587	0.15	0.00	0.000	9.50	1444.01	0.00	0.0000	0.0000	0.0000	0.000	0.088	0.001	0.000	0.000	0.000	0.089	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        20	         3	29300	80	173	0.000	0.112	5.902	0.071	2.664	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.122	40.801	0.22	0.00	0.000	9.50	1443.80	0.00	0.0000	0.0000	0.0000	0.000	0.103	0.005	0.000	0.000	0.000	0.108	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        21	         3	29301	81	178	0.000	0.164	5.893	0.106	2.656	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.202	41.014	0.30	0.00	0.000	9.50	1443.59	0.00	0.0000	0.0000	0.0000	0.000	0.111	0.012	0.000	0.000	0.000	0.123	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        22	         3	29302	82	184	0.000	0.232	5.884	0.152	2.647	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.295	41.225	0.40	0.00	0.000	9.50	1443.37	0.00	0.0000	0.0000	0.0000	0.000	0.118	0.021	0.000	0.000	0.000	0.139	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        23	         3	29303	83	189	0.000	0.318	5.881	0.211	2.643	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.418	41.435	0.49	0.00	0.000	9.50	1443.17	0.00	0.0000	0.0000	0.0000	0.000	0.133	0.032	0.000	0.000	0.000	0.165	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        24	         3	29304	84	195	0.000	0.400	5.892	0.268	2.652	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.571	41.642	0.59	0.00	0.000	9.50	1442.96	0.00	0.0000	0.0000	0.0000	0.000	0.128	0.044	0.001	0.000	0.000	0.173	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        25	         3	29305	85	200	0.000	0.474	5.909	0.319	2.668	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.719	41.849	0.69	0.00	0.000	9.50	1442.75	0.00	0.0000	0.0000	0.0000	0.000	0.150	0.055	0.002	0.000	0.000	0.206	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        26	         3	29306	86	204	0.000	0.566	5.932	0.385	2.687	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	0.852	42.053	0.79	0.00	0.000	9.50	1442.55	0.00	0.0000	0.0000	0.0000	0.000	0.172	0.065	0.003	0.000	0.000	0.240	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        27	         3	29307	87	209	0.000	0.704	5.960	0.485	2.709	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	1.018	42.256	0.89	0.00	0.000	9.50	1442.34	0.00	0.0000	0.0000	0.0000	0.000	0.169	0.079	0.006	0.000	0.000	0.253	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        28	         3	29308	88	215	0.000	0.906	5.993	0.632	2.727	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	1.264	42.457	0.99	0.00	0.000	9.50	1442.14	0.00	0.0000	0.0000	0.0000	0.000	0.171	0.096	0.012	0.000	0.000	0.278	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        29	         3	29309	89	223	0.000	1.175	6.036	0.830	2.743	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	1.621	42.657	1.09	0.00	0.000	9.50	1441.94	0.00	0.0000	0.0000	0.0000	0.000	0.149	0.116	0.022	0.000	0.000	0.288	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        30	         3	29310	90	232	0.000	1.507	6.096	1.073	2.758	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	2.098	42.856	1.19	0.00	0.000	9.50	1441.74	0.00	0.0000	0.0000	0.0000	0.000	0.141	0.137	0.037	0.002	0.000	0.317	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        31	         3	29311	91	242	0.000	1.835	6.196	1.318	2.810	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	2.689	43.053	1.29	0.00	0.000	9.50	1441.55	0.00	0.0000	0.0000	0.0000	0.000	0.132	0.148	0.054	0.005	0.000	0.339	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         1	         4	29312	92	251	0.000	2.107	6.301	1.525	2.872	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	3.278	43.249	1.39	0.00	0.000	9.50	1441.35	0.00	0.0000	0.0000	0.0000	0.000	0.138	0.153	0.067	0.008	0.000	0.365	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         2	         4	29313	93	257	0.000	2.476	6.441	1.807	2.945	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	3.776	43.443	1.49	0.00	0.000	9.50	1441.16	0.00	0.0000	0.0000	0.0000	0.000	0.158	0.154	0.081	0.013	0.000	0.406	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         3	         4	29314	94	265	0.000	2.986	6.620	2.191	3.011	0.000	10.000	9.231	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	4.426	43.636	1.59	0.00	0.000	9.50	1440.96	0.00	0.0000	0.0000	0.0000	0.000	0.150	0.153	0.100	0.022	0.001	0.426	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         4	         4	29315	95	275	0.000	3.500	6.792	2.573	3.046	0.000	9.041	8.512	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	5.323	43.828	1.69	0.00	0.000	9.50	1440.77	0.00	0.0000	0.0000	0.0000	0.000	0.138	0.153	0.118	0.035	0.003	0.447	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         5	         4	29316	96	285	0.000	3.990	6.958	2.931	3.062	0.000	8.116	7.858	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	6.239	44.018	1.79	0.00	0.000	9.50	1440.58	0.00	0.0000	0.0000	0.0000	0.000	0.126	0.154	0.131	0.050	0.006	0.466	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         6	         4	29317	97	295	0.000	4.402	7.101	3.230	3.067	0.000	7.180	7.851	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	7.117	44.207	1.89	0.00	0.000	9.50	1440.39	0.00	0.0000	0.0000	0.0000	0.000	0.120	0.153	0.139	0.065	0.010	0.487	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         7	         4	29318	98	303	0.000	4.838	7.269	3.552	3.083	0.000	7.123	8.067	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	7.866	44.395	1.99	0.00	0.000	9.50	1440.21	0.00	0.0000	0.0000	0.0000	0.000	0.137	0.151	0.144	0.079	0.016	0.526	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         8	         4	29319	99	312	0.000	5.253	7.448	3.865	3.116	0.000	7.405	8.265	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	8.638	44.582	2.25	0.00	0.000	9.50	1440.02	0.00	0.0000	0.0000	0.0000	0.000	0.141	0.147	0.147	0.092	0.024	0.550	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         9	         4	29320	100	319	0.000	5.600	7.599	4.123	3.138	0.000	7.785	8.922	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	9.385	44.767	2.76	0.00	0.000	9.50	1439.83	0.00	0.0000	0.0000	0.0000	0.000	0.153	0.144	0.149	0.101	0.030	0.577	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        10	         4	29321	101	324	0.000	6.149	7.878	4.559	3.223	0.000	8.507	8.529	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	10.020	44.952	3.60	0.00	0.000	9.50	1439.65	0.00	0.0000	0.0000	0.0000	0.000	0.149	0.142	0.150	0.111	0.039	0.592	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        11	         4	29322	102	331	0.000	6.713	8.165	5.006	3.297	0.000	8.056	8.733	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	10.966	45.135	4.96	0.00	0.000	9.50	1439.47	0.00	0.0000	0.0000	0.0000	0.000	0.133	0.142	0.150	0.121	0.051	0.597	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        12	         4	29323	103	339	0.000	7.362	8.507	5.527	3.389	0.000	8.355	8.888	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	11.966	45.317	6.91	0.00	0.000	9.50	1439.28	0.00	0.0000	0.0000	0.0000	0.001	0.138	0.144	0.150	0.129	0.066	0.628	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        13	         4	29324	104	347	0.000	8.181	8.951	6.195	3.504	0.000	8.546	8.620	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	13.112	45.498	9.58	0.00	0.000	9.50	1439.10	0.00	0.0000	0.0000	0.0000	0.007	0.140	0.146	0.149	0.138	0.085	0.657	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        14	         4	29325	105	356	0.000	8.892	9.286	6.736	3.503	0.000	6.834	8.635	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	14.554	45.678	11.37	0.00	0.000	9.50	1438.92	0.00	0.0000	0.0000	0.0000	0.030	0.136	0.146	0.147	0.144	0.109	0.683	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        15	         4	29326	106	366	0.000	9.773	9.777	7.461	3.611	0.000	8.181	8.690	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	15.817	45.857	15.51	0.00	0.000	9.50	1438.74	0.00	0.0000	0.0000	0.0000	0.048	0.132	0.146	0.146	0.148	0.133	0.705	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        16	         4	29327	107	375	4.500	10.594	10.234	8.131	3.695	0.000	8.346	9.075	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	17.368	48.944	19.70	0.00	0.000	9.50	1440.16	0.00	0.0000	0.0000	0.0000	0.057	0.142	0.145	0.145	0.150	0.156	0.739	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        17	         4	29328	108	383	0.000	11.551	10.808	8.947	3.851	0.000	8.870	9.034	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	18.831	49.130	25.13	0.00	0.000	9.50	1439.97	0.00	0.0000	0.0000	0.0000	0.066	0.149	0.144	0.145	0.151	0.179	0.769	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        18	         4	29329	109	392	0.000	12.586	11.430	9.832	4.005	0.000	8.835	9.034	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	20.512	49.315	31.72	0.00	0.000	9.50	1439.78	0.00	0.0000	0.0000	0.0000	0.090	0.136	0.143	0.145	0.152	0.205	0.782	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        19	         4	29330	110	401	0.000	13.668	12.087	10.764	4.158	0.000	8.862	9.121	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	22.336	49.499	39.21	0.00	0.000	9.50	1439.60	0.00	0.0000	0.0000	0.0000	0.123	0.147	0.144	0.145	0.152	0.232	0.819	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        20	         4	29331	111	410	0.000	14.751	12.757	11.707	4.319	0.000	8.998	9.296	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	24.250	49.682	46.73	0.00	0.000	9.50	1439.42	0.00	0.0000	0.0000	0.0000	0.173	0.137	0.145	0.145	0.151	0.259	0.837	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        21	         4	29332	112	419	0.000	15.941	13.541	12.792	4.569	0.000	9.109	9.280	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	26.156	49.864	56.15	0.00	0.000	9.50	1439.24	0.00	0.0000	0.0000	0.0000	0.240	0.131	0.145	0.145	0.151	0.286	0.859	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        22	         4	29333	113	429	0.000	17.256	14.409	14.000	4.823	0.000	9.097	9.250	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	28.268	50.045	65.64	0.00	0.000	9.50	1439.06	0.00	0.0000	0.0000	0.0000	0.480	0.128	0.145	0.145	0.151	0.317	0.885	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        23	         4	29334	114	439	0.000	18.456	15.205	15.106	5.046	0.000	9.106	9.416	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	30.575	50.225	76.79	0.00	0.000	9.50	1438.88	0.00	0.0000	0.0000	0.0000	0.611	0.120	0.144	0.145	0.151	0.345	0.904	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        24	         4	29335	115	448	0.000	19.666	16.052	16.267	5.337	0.000	9.185	9.449	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	32.700	50.403	88.76	0.00	0.000	9.50	1438.70	0.00	0.0000	0.0000	0.0000	0.687	0.145	0.141	0.145	0.150	0.372	0.952	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        25	         4	29336	116	457	0.000	21.089	17.057	17.658	5.671	0.000	9.204	9.676	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	34.839	50.581	101.66	0.00	0.000	9.50	1438.52	0.00	0.0000	0.0000	0.0000	1.306	0.162	0.136	0.145	0.150	0.405	0.997	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        26	         4	29337	117	468	0.000	22.517	18.083	19.075	6.012	0.000	9.470	9.729	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	37.351	50.757	115.27	0.00	0.000	9.50	1438.34	0.00	0.0000	0.0000	0.0000	2.237	0.186	0.133	0.144	0.150	0.440	1.053	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        27	         4	29338	118	479	0.000	23.947	19.126	20.517	6.356	0.000	9.549	9.783	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	39.867	50.933	129.71	0.00	0.000	9.50	1438.17	0.00	0.0000	0.0000	0.0000	2.660	0.231	0.136	0.142	0.150	0.472	1.131	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        28	         4	29339	119	489	0.000	25.398	20.201	22.006	6.707	0.000	9.633	9.829	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	42.409	51.107	145.03	0.00	0.000	9.50	1437.99	0.00	0.0000	0.0000	0.0000	3.302	0.316	0.143	0.140	0.150	0.505	1.253	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        29	         4	29340	120	500	0.000	26.670	21.162	23.327	7.022	0.000	9.722	9.917	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	44.983	51.281	161.42	0.00	0.000	9.50	1437.82	0.00	0.0000	0.0000	0.0000	3.465	0.419	0.156	0.138	0.149	0.535	1.397	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        30	         4	29341	121	509	0.000	27.742	21.984	24.448	7.295	0.000	9.897	9.993	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	47.248	51.454	178.17	0.00	0.000	9.50	1437.65	0.00	0.0000	0.0000	0.0000	3.343	0.546	0.171	0.138	0.149	0.557	1.561	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         1	         5	29342	122	517	0.000	28.803	22.811	25.574	7.573	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	49.152	51.625	195.29	0.00	0.000	9.50	1437.48	0.00	0.0000	0.0000	0.0000	3.183	0.706	0.194	0.138	0.148	0.579	1.766	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         2	         5	29343	123	524	0.000	29.854	23.642	26.704	7.852	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	51.048	51.796	213.13	0.00	0.000	9.50	1437.30	0.00	0.0000	0.0000	0.0000	2.981	0.901	0.226	0.141	0.147	0.601	2.016	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         3	         5	29344	124	532	0.000	31.072	24.615	28.040	8.171	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	52.923	51.966	231.44	0.00	0.000	9.50	1437.13	0.00	0.0000	0.0000	0.0000	2.764	1.139	0.277	0.147	0.146	0.625	2.333	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         4	         5	29345	125	541	0.000	32.247	25.567	29.344	8.482	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	55.100	52.135	250.23	0.00	0.000	9.50	1436.97	0.00	0.0000	0.0000	0.0000	2.503	1.382	0.348	0.156	0.145	0.649	2.679	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         5	         5	29346	126	549	0.000	33.551	26.637	30.820	8.825	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	57.221	52.303	269.46	0.00	0.000	9.50	1436.80	0.00	0.0000	0.0000	0.0000	2.414	1.647	0.454	0.173	0.145	0.675	3.095	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         6	         5	29347	127	558	0.000	34.966	27.814	32.450	9.194	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	59.553	52.470	289.75	0.00	0.000	9.50	1436.63	0.00	0.0000	0.0000	0.0000	2.812	1.859	0.609	0.204	0.147	0.704	3.522	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         7	         5	29348	128	568	0.000	36.484	29.096	34.232	9.590	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	62.085	52.637	311.56	0.00	0.000	9.50	1436.46	0.00	0.0000	0.0000	0.0000	4.060	2.004	0.824	0.257	0.152	0.736	3.971	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         8	         5	29349	129	579	0.000	37.949	30.352	35.976	9.976	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	64.784	52.802	334.91	0.00	0.000	9.50	1436.30	0.00	0.0000	0.0000	0.0000	6.847	2.015	1.102	0.351	0.165	0.772	4.406	0.00	0.00	0.00	0.00	0.00	0.00
      1980	         9	         5	29350	130	589	0.000	39.359	31.582	37.679	10.353	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	67.406	52.967	358.56	0.00	0.000	9.50	1436.13	0.00	0.0000	0.0000	0.0000	9.687	1.889	1.391	0.501	0.192	0.812	4.785	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        10	         5	29351	131	599	0.000	40.660	32.733	39.265	10.708	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	69.922	53.131	383.60	0.00	0.000	9.50	1435.97	0.00	0.0000	0.0000	0.0000	12.025	1.761	1.615	0.720	0.248	0.856	5.200	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        11	         5	29352	132	608	0.000	42.057	33.984	40.996	11.087	0.000	10.000	9.998	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	72.259	53.294	408.64	0.00	0.000	9.50	1435.81	0.00	0.0000	0.0000	0.0000	13.073	1.898	1.728	0.974	0.338	0.907	5.846	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        12	         5	29353	133	618	0.000	43.402	35.205	42.681	11.457	0.000	10.000	9.998	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	74.751	53.456	434.72	0.00	0.000	9.50	1435.64	0.00	0.0000	0.0000	0.0000	13.170	2.564	1.729	1.234	0.474	0.970	6.971	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        13	         5	29354	134	627	0.000	44.889	36.570	44.578	11.862	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	77.176	53.618	462.20	0.00	0.000	9.50	1435.48	0.00	0.0000	0.0000	0.0000	12.328	3.785	1.699	1.449	0.655	1.053	8.641	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        14	         5	29355	135	637	0.000	46.485	38.055	46.648	12.296	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	79.849	53.778	489.18	0.00	0.000	9.50	1435.32	0.00	0.0000	0.0000	0.0000	10.962	5.235	1.779	1.583	0.855	1.158	10.609	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        15	         5	29356	136	648	0.000	48.087	39.568	48.759	12.735	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	82.709	53.938	515.88	0.00	0.000	9.50	1435.16	0.00	0.0000	0.0000	0.0000	9.398	6.524	2.073	1.651	1.055	1.290	12.592	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        16	         5	29357	137	658	0.000	49.658	41.079	50.863	13.172	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	85.576	54.098	543.65	0.00	0.000	9.50	1435.00	0.00	0.0000	0.0000	0.0000	7.917	7.441	2.618	1.691	1.238	1.454	14.442	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        17	         5	29358	138	669	0.000	51.268	42.653	53.059	13.623	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	88.441	54.256	572.79	0.00	0.000	9.50	1434.84	0.00	0.0000	0.0000	0.0000	6.761	7.909	3.402	1.760	1.397	1.659	16.128	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        18	         5	29359	139	679	0.000	52.861	44.242	55.274	14.077	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	91.347	54.414	603.24	0.00	0.000	9.50	1434.69	0.00	0.0000	0.0000	0.0000	6.716	7.875	4.442	1.945	1.538	1.933	17.733	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        19	         5	29360	140	690	0.000	54.410	45.823	57.475	14.529	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	94.223	54.571	632.10	0.00	0.000	9.50	1434.53	0.00	0.0000	0.0000	0.0000	6.577	7.408	5.373	2.280	1.635	2.221	18.917	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        20	         5	29361	141	700	0.000	55.927	47.410	59.683	14.984	0.000	10.000	9.999	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	97.022	54.727	658.93	0.00	0.000	9.50	1434.37	0.00	0.0000	0.0000	0.0000	6.385	6.751	6.075	2.754	1.722	2.512	19.813	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        21	         5	29362	142	710	0.000	57.454	49.053	61.971	15.455	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	99.791	54.883	688.83	0.00	0.000	9.50	1434.22	0.00	0.0000	0.0000	0.0000	6.550	5.975	6.549	3.380	1.844	2.829	20.577	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        22	         5	29363	143	721	0.000	59.004	50.779	64.379	15.948	0.000	10.000	10.000	10.000	0	0.000	0.000	0.000	0.000	0.000	0.000	102.578	55.038	721.58	0.00	0.000	9.50	1434.06	0.00	0.0000	0.0000	0.0000	7.516	5.189	6.742	4.153	2.055	3.189	21.328	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        23	         5	29364	144	732	0.000	60.392	52.385	66.605	16.413	0.000	10.000	10.000	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	105.368	55.192	754.70	0.00	0.000	9.50	1433.91	0.00	0.0000	0.0000	0.0000	12.630	4.460	6.578	5.039	2.442	3.630	22.149	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        24	         5	29365	145	741	0.000	61.860	54.148	69.063	16.921	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	107.907	55.346	789.36	0.00	0.000	9.50	1433.75	0.00	0.0000	0.0000	0.0000	18.615	4.061	6.098	5.760	3.002	4.110	23.031	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        25	         5	29366	146	752	0.000	63.330	56.006	71.659	17.462	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	110.602	55.499	825.08	0.00	0.000	9.50	1433.60	0.00	0.0000	0.0000	0.0000	20.679	3.968	5.540	6.160	3.614	4.598	23.880	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        26	         5	29367	147	762	0.000	64.843	58.011	74.469	18.044	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	113.263	55.651	859.73	0.00	0.000	9.50	1433.45	0.00	0.0000	0.0000	0.0000	22.041	4.102	4.983	6.314	4.271	5.171	24.841	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        27	         5	29368	148	773	0.000	66.388	60.162	77.496	18.667	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	116.017	55.803	894.23	0.00	0.000	9.50	1433.30	0.00	0.0000	0.0000	0.0000	23.922	4.608	4.475	6.233	4.952	5.911	26.181	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        28	         5	29369	149	784	0.000	67.946	62.448	80.720	19.330	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	118.836	55.954	930.96	0.00	0.000	9.50	1433.15	0.00	0.0000	0.0000	0.0000	27.292	5.761	4.117	5.943	5.541	6.821	28.182	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        29	         5	29370	150	794	0.000	69.447	64.766	83.985	20.010	0.000	10.000	9.999	9.999	0	0.000	0.000	0.000	0.000	0.000	0.000	121.669	56.104	965.11	0.00	0.000	9.50	1433.00	0.00	0.0000	0.0000	0.0000	29.015	7.392	3.968	5.563	5.924	7.795	30.642	0.00	0.00	0.00	0.00	0.00	0.00
      1980	        30	         5	29371	151	805	0.000	71.036	67.336	87.626	20.753	0.000	10.000	9.999	9.998	0	0.000	0.000	0.000	0.000	0.000	0.000	124.440	56.254	1000.49	0.00	0.000	9.50	1432.85	0.00	0.0000	0.0000	0.0000	32.194	9.416	4.048	5.133	6.139	8.941	33.676	0.00	0.00	0.00	0.00	0.00	0.00
